Velocity,Frequency
1,0
2,1
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,1
37,1
38,0
39,0
40,0
41,0
42,0
43,0
44,1
45,0
46,0
47,0
48,1
49,0
50,0
51,1
52,0
53,1
54,0
55,0
56,1
57,1
58,1
59,0
60,0
61,0
62,0
63,1
64,2
65,1
66,0
67,1
68,0
69,2
70,2
71,3
72,0
73,4
74,3
75,3
76,1
77,2
78,5
79,7
80,7
81,9
82,6
83,7
84,4
85,0
86,5
87,4
88,1
89,0
90,1
91,1
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
