Velocity,Frequency
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,1
22,1
23,0
24,0
25,0
26,1
27,3
28,3
29,6
30,5
31,6
32,3
33,1
34,0
35,0
36,0
37,0
38,1
39,0
40,0
41,0
42,0
43,2
44,1
45,1
46,0
47,0
48,1
49,0
50,2
51,0
52,1
53,1
54,0
55,0
56,0
57,0
58,1
59,1
60,0
61,1
62,0
63,0
64,0
65,0
66,0
67,0
68,1
69,1
70,1
71,1
72,0
73,0
74,0
75,0
76,1
77,0
78,1
79,0
80,1
81,0
82,2
83,0
84,1
85,3
86,1
87,1
88,0
89,2
90,0
91,0
92,1
93,1
94,1
95,0
96,1
97,2
98,2
99,0
100,1
101,0
102,1
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
