Velocity,Frequency
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,1
9,1
10,0
11,0
12,0
13,1
14,0
15,1
16,0
17,0
18,1
19,2
20,0
21,1
22,0
23,1
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,1
34,0
35,0
36,1
37,2
38,2
39,1
40,1
41,0
42,0
43,1
44,0
45,1
46,1
47,1
48,0
49,0
50,1
51,0
52,0
53,1
54,1
55,1
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,2
67,0
68,1
69,0
70,1
71,2
72,2
73,3
74,4
75,1
76,2
77,0
78,2
79,2
80,2
81,0
82,2
83,1
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
