Velocity,Frequency
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,1
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,1
21,1
22,0
23,0
24,0
25,0
26,1
27,0
28,2
29,0
30,1
31,0
32,2
33,0
34,0
35,1
36,0
37,0
38,3
39,2
40,1
41,0
42,0
43,4
44,1
45,2
46,1
47,3
48,4
49,1
50,3
51,3
52,0
53,1
54,1
55,1
56,1
57,2
58,1
59,3
60,1
61,1
62,2
63,1
64,2
65,0
66,2
67,1
68,1
69,0
70,0
71,2
72,2
73,1
74,2
75,1
76,0
77,2
78,1
79,0
80,0
81,0
82,1
83,4
84,2
85,0
86,0
87,0
88,0
89,1
90,0
91,2
92,0
93,0
94,1
95,0
96,0
97,0
98,0
99,1
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
