Velocity,Frequency
1,1
2,0
3,0
4,1
5,0
6,1
7,1
8,0
9,1
10,0
11,0
12,0
13,0
14,1
15,0
16,3
17,1
18,0
19,0
20,0
21,0
22,0
23,0
24,1
25,0
26,0
27,1
28,0
29,0
30,1
31,1
32,0
33,0
34,1
35,2
36,1
37,2
38,2
39,1
40,2
41,2
42,3
43,0
44,2
45,4
46,0
47,1
48,2
49,4
50,4
51,1
52,0
53,2
54,1
55,0
56,0
57,0
58,0
59,0
60,0
61,1
62,0
63,0
64,1
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
