Velocity,Frequency
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,1
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,1
39,0
40,0
41,0
42,1
43,1
44,0
45,0
46,0
47,0
48,0
49,0
50,1
51,1
52,0
53,3
54,0
55,0
56,3
57,2
58,0
59,4
60,4
61,5
62,2
63,5
64,1
65,3
66,5
67,0
68,3
69,3
70,3
71,2
72,3
73,1
74,2
75,2
76,2
77,2
78,1
79,1
80,2
81,2
82,5
83,2
84,0
85,1
86,4
87,2
88,0
89,1
90,1
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
