Velocity,Frequency
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,1
25,0
26,1
27,2
28,0
29,0
30,1
31,0
32,0
33,1
34,0
35,0
36,1
37,0
38,0
39,0
40,0
41,0
42,1
43,1
44,3
45,2
46,2
47,4
48,2
49,0
50,2
51,4
52,1
53,0
54,2
55,1
56,4
57,4
58,3
59,3
60,1
61,3
62,4
63,4
64,1
65,9
66,0
67,4
68,2
69,4
70,5
71,9
72,2
73,3
74,2
75,2
76,3
77,2
78,0
79,1
80,0
81,1
82,1
83,0
84,1
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
