Velocity,Frequency
1,0
2,0
3,0
4,1
5,0
6,0
7,2
8,0
9,0
10,1
11,0
12,1
13,0
14,2
15,0
16,1
17,0
18,0
19,1
20,0
21,1
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,1
30,0
31,0
32,0
33,0
34,1
35,0
36,0
37,0
38,0
39,1
40,1
41,0
42,0
43,2
44,0
45,1
46,0
47,0
48,1
49,2
50,0
51,2
52,1
53,0
54,2
55,2
56,1
57,1
58,2
59,1
60,2
61,2
62,1
63,1
64,1
65,5
66,0
67,2
68,2
69,2
70,2
71,1
72,0
73,2
74,0
75,1
76,2
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
